"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","latitude","longitude"
"67866","BIBIM BOWL","BIBIM BOWL","2013910","Restaurant","Risk 1 (High)","3952 N SHERIDAN RD ","CHICAGO","IL","60613","2010-01-13T00:00:00.000","License","Fail","41.95427746181071","-87.65468607461881"
"67867","CHEN'S CHINESE RESTAURANT","CHEN'S CHINESE RESTAURANT","1680612","Restaurant","Risk 1 (High)","2558 S SPRINGFIELD AVE ","CHICAGO","IL","60623","2010-01-13T00:00:00.000","Canvass","Pass w/ Conditions","41.84437331855469","-87.72226066739131"
"67868","CHEESIES PUB & GRUB","CHEESIES PUB & GRUB","70566","Restaurant","Risk 1 (High)","958 W BELMONT AVE ","CHICAGO","IL","60657","2010-01-13T00:00:00.000","Canvass","Pass w/ Conditions","41.94002723561704","-87.65373272685191"
"67871","Azha Restaurant Inc.","Azha Restaurant","1334073","Restaurant","Risk 1 (High)","960 W BELMONT AVE ","CHICAGO","IL","60657","2010-01-13T00:00:00.000","Canvass","Fail","41.94002687624888","-87.65381102535457"
"67872","BONNIE'S","BONNIE'S","36324","Restaurant","Risk 1 (High)","3601 W 26TH ST ","CHICAGO","IL","60623","2010-01-13T00:00:00.000","Canvass","Pass","41.84427443909553","-87.71484460745455"
"67897","CATHERINE COOK SCHOOL","CATHERINE COOK SCHOOL","25212","School","Risk 1 (High)","226 W SCHILLER ST ","CHICAGO","IL","60610","2010-01-13T00:00:00.000","License","Fail","41.90775713038418","-87.63572939840577"
"67898","CVS/PHARMACY #2981","CVS/PHARMACY #2981","1473390","Grocery Store","Risk 3 (Low)","1201 N STATE PKWY","CHICAGO","IL","60610","2010-01-13T00:00:00.000","Complaint","Fail","41.90398663767977","-87.62853057119635"
"67949","TERRY'S FOOD MART, INC.","TERRY'S FOOD MART, INC.","1820292","Grocery Store","Risk 2 (Medium)","1401 N ORLEANS ST ","CHICAGO","IL","60610","2010-01-13T00:00:00.000","Canvass","Pass w/ Conditions","41.90770710177844","-87.6373750389684"
"70282","S & L ENTERPRISES L T D","S & L ENTERPRISES L T D","27251","Restaurant","Risk 1 (High)","5454 N HARLEM AVE ","CHICAGO","IL","60656","2010-01-13T00:00:00.000","Canvass","Pass w/ Conditions","41.979836274250594","-87.8071274172471"
"70283","MR K'S RESTAURANT","MR K'S RESTAURANT","7935",,"Risk 1 (High)","5415 N HARLEM AVE ","CHICAGO","IL","60656","2010-01-13T00:00:00.000","Out of Business","Pass","41.97962304936501","-87.80683472215301"
"70284","FRIED RICE EXPRESS","FRIED RICE EXPRESS","1649319",,"Risk 1 (High)","7108 W HIGGINS AVE ","CHICAGO","IL","60656","2010-01-13T00:00:00.000","Out of Business","Pass","41.98080501735688","-87.80502338256188"
"70285","FRIED RICE EXPRESS","FRIED RICE EXPRESS","1874193",,"Risk 1 (High)","7108 W HIGGINS AVE ","CHICAGO","IL","60656","2010-01-13T00:00:00.000","Out of Business","Pass","41.98080501735688","-87.80502338256188"
"70286","FRIED RICE EXPRESS","FRIED RICE EXPRESS","1985237","Restaurant","Risk 1 (High)","7108 W HIGGINS AVE ","CHICAGO","IL","60656","2010-01-13T00:00:00.000","Canvass","Pass","41.98080501735688","-87.80502338256188"
"72237","MCDONALDS","MCDONALDS","51011","Restaurant","Risk 2 (Medium)","1004 W WILSON AVE ","CHICAGO","IL","60640","2010-01-13T00:00:00.000","Complaint","Fail","41.965537226618295","-87.65502740724979"
"78253","DEVELOPMENTAL INSTITUTE INC","DEVELOPMENTAL INSTITUTE INC","8062","Daycare (2 - 6 Years)","Risk 1 (High)","7037 S STONY ISLAND AVE ","CHICAGO","IL","60649","2010-01-13T00:00:00.000","Canvass","Pass","41.76683033051137","-87.58579397948077"
"78254","DEVELOPMENTAL INSTITUTE INC","DEVELOPMENTAL INSTITUTE INC","8063","Daycare (2 - 6 Years)","Risk 1 (High)","7037 S STONY ISLAND AVE ","CHICAGO","IL","60649","2010-01-13T00:00:00.000","Canvass","Pass","41.76683033051137","-87.58579397948077"
"78255","KFC","KFC/LONG JOHN SILVER","1573049","Restaurant","Risk 2 (Medium)","7455 S STONY ISLAND AVE ","CHICAGO","IL","60649","2010-01-13T00:00:00.000","Short Form Complaint","Pass","41.75894145680165","-87.58559548272778"
"88214","TAQUERIA EL CHORRITO","TAQUERIA EL CHORRITO","1303855","Restaurant","Risk 1 (High)","6404 N CLARK ST ","CHICAGO","IL","60626","2010-01-13T00:00:00.000","Complaint","Pass","41.99820080781414","-87.67078847967606"
"88215","INDIE CAFE","INDIE  CAFE","1893492","Restaurant","Risk 1 (High)","5951-5953 N BROADWAY ","CHICAGO","IL","60660","2010-01-13T00:00:00.000","Complaint","Pass","41.990520089587605","-87.6601359073641"
"96263","SAMMYS COUNTRY KITCHEN","SAMMYS COUNTRY KITCHEN","83069","Restaurant","Risk 1 (High)","5542 W 55TH ST ","CHICAGO","IL","60638","2010-01-13T00:00:00.000","Canvass","Pass","41.792856764863906","-87.76157024958204"
"104244","C N D GYROS & LOUNGE INC","C N D GYROS & LOUNGE INC","13203","Restaurant","Risk 1 (High)","205 E GRAND AVE ","CHICAGO","IL","60611","2010-01-13T00:00:00.000","Canvass","Pass","41.8916548227943","-87.62244390252849"
"114274","AMALFI HOTEL","EMPLOYEES CAFETERIA","1845847","Restaurant","Risk 1 (High)","20 W KINZIE ST ","CHICAGO","IL","60654","2010-01-13T00:00:00.000","Canvass","Pass","41.889352033013864","-87.62884885027287"
"114275","INDIA HOUSE","INDIA HOUSE","1379248","Restaurant","Risk 1 (High)","59 W GRAND AVE ","CHICAGO","IL","60610","2010-01-13T00:00:00.000","Canvass","Pass","41.891527574142366","-87.63034188036501"
"114276","LAMADIA - ART OF PIZZA, LOVE OF WINE","LAMADIA - ART OF PIZZA, LOVE OF WINE","1821067","Restaurant","Risk 1 (High)","59 W GRAND AVE ","CHICAGO","IL","60610","2010-01-13T00:00:00.000","Canvass","Pass","41.891527574142366","-87.63034188036501"
"118309","HALSTED FOODS","HALSTED FOODS","1842450","Grocery Store","Risk 2 (Medium)","3418 S HALSTED ST ","CHICAGO","IL","60608","2010-01-13T00:00:00.000","Complaint Re-Inspection","Pass","41.83214360513917","-87.64628396417302"
"118310","GREAT TASTE HOUSE","GREAT TASTE HOUSE","2003087","Restaurant","Risk 1 (High)","2342 S WENTWORTH AVE ","CHICAGO","IL","60616","2010-01-13T00:00:00.000","Tag Removal","Pass","41.84970609049626","-87.63208955920663"
"118311","THE NOODLE VIETNAMESE CUISINE","THE NOODLE VIETNAMESE CUISINE","1228229","Restaurant","Risk 1 (High)","2336 S WENTWORTH AVE ","CHICAGO","IL","60616","2010-01-13T00:00:00.000","Canvass","Pass w/ Conditions","41.84989156785116","-87.63209186010796"
"118312","SEVEN TREASURES","SEVEN TREASURES","6231","Restaurant","Risk 1 (High)","2312 S WENTWORTH AVE ","CHICAGO","IL","60616","2010-01-13T00:00:00.000","Complaint Re-Inspection","Pass","41.850556411576726","-87.63211141670075"
"120288","EL CUBANO WHLSE MEAT INC","EL CUBANO WHLSE MEAT INC","1123544","Wholesale","Risk 2 (Medium)","926 W FULTON MARKET ","CHICAGO","IL","60607","2010-01-13T00:00:00.000","Complaint","Pass","41.88686665645442","-87.65087593435203"
"120289","IZUMI SUSHI BAR & RESTAURANT","IZUMI SUSHI BAR & RESTAURANT","1357260","Restaurant","Risk 1 (High)","731 W RANDOLPH ST ","CHICAGO","IL","60661","2010-01-13T00:00:00.000","Complaint Re-Inspection","Pass","41.884300945480696","-87.64695273829979"
"120290","POLK STREET CO.","POLK STREET CO.","29507","Restaurant","Risk 1 (High)","548 W POLK ST ","CHICAGO","IL","60607","2010-01-13T00:00:00.000","Canvass Re-Inspection","Pass","41.87211261426958","-87.64130525460628"
"124271","SUBWAY","SUBWAY","1492416","Restaurant","Risk 1 (High)","4861 N MILWAUKEE AVE ","CHICAGO","IL","60630","2010-01-13T00:00:00.000","Canvass","Pass","41.96943371097306","-87.76192063095439"
"124272","PATERNO'S PIZZA","PATERNO'S PIZZA","36411","Restaurant","Risk 1 (High)","5303 N MILWAUKEE AVE ","CHICAGO","IL","60630","2010-01-13T00:00:00.000","Canvass Re-Inspection","Pass","41.97674883897886","-87.76848375312518"
"124273","GRAND FOOD MART","GRAND FOOD MART","41311",,"Risk 3 (Low)","5002 N PULASKI RD ","CHICAGO","IL","60630","2010-01-13T00:00:00.000","Out of Business","Pass","41.97203103694431","-87.72828227054897"
"134255","DUNKIN DONUTS","DUNKIN DONUTS","1822416","Restaurant","Risk 2 (Medium)","2565 W FULLERTON AVE","CHICAGO","IL","60647","2010-01-13T00:00:00.000","Canvass","Pass","41.92474575463741","-87.6923909838852"
"134256","BORNIQUEN RESTAURANT","BORNIQUEN RESTAURANT","32942","Restaurant","Risk 1 (High)","1720 N CALIFORNIA AVE ","CHICAGO","IL","60647","2010-01-13T00:00:00.000","Complaint Re-Inspection","Pass","41.912691923355744","-87.69720455176802"
"134257","JAY'S BEEF OF CHICAGO, INC.","JAY'S BEEF OF CHICAGO, INC.","1766631","Restaurant","Risk 1 (High)","2255 W NORTH AVE ","CHICAGO","IL","60647","2010-01-13T00:00:00.000","Canvass","Pass","41.91025077942198","-87.68454945802267"
"150213","LA VILLA","LA VILLA","34338","Restaurant","Risk 1 (High)","3632 N PULASKI RD ","CHICAGO","IL","60641","2010-01-13T00:00:00.000","Complaint","Pass","41.94738145671126","-87.72757688336624"
"154234","LINCOLN PARK'S NOODLE HOUSE","LINCOLN PARK'S NOODLE HOUSE","1355934","Restaurant","Risk 1 (High)","2428 N ASHLAND AVE ","CHICAGO","IL","60614","2010-01-13T00:00:00.000","Canvass","Pass","41.92609902575773","-87.66832529088708"
"154235","THE GREEN DOLPHIN","THE GREEN DOLPHIN","1044029","Restaurant","Risk 3 (Low)","2200 N ASHLAND AVE","CHICAGO","IL","60614","2010-01-13T00:00:00.000","Canvass","Fail","41.92158491136849","-87.66877310760022"
"158257","THUNDERBIRD - ARROYO","THUNDERBIRD - ARROYO TRUCK #","2013651","Mobile Food Dispenser","Risk 3 (Low)","1204 W 36TH PL ","CHICAGO","IL","60609","2010-01-13T00:00:00.000","License","Pass","41.82809412610231","-87.65585369468056"
"158258","THUNDERBIRD - ARROYO","THUNDERBIRD - ARROYO TRUCK #","1491486","Mobile Food Dispenser","Risk 3 (Low)","1204 W 36TH PL ","CHICAGO","IL","60609","2010-01-13T00:00:00.000","Out of Business","Fail","41.82809412610231","-87.65585369468056"
"158259","THUNDERBIRD - ARROYO","THUNDERBIRD - ARROYO TRUCK #","1577984","Mobile Food Dispenser","Risk 3 (Low)","1204 W 36TH PL ","CHICAGO","IL","60609","2010-01-13T00:00:00.000","Out of Business","Fail","41.82809412610231","-87.65585369468056"
"158260","SCOTT'S HAMBURGER HEAVEN","SCOTT'S HAMBURGER HEAVEN","1821087","Restaurant","Risk 1 (High)","1546 W 35TH ST ","CHICAGO","IL","60609","2010-01-13T00:00:00.000","Canvass","Fail","41.830619099685535","-87.66498111376346"
"158261","WISHCO, INC.","WISHCO, INC.","82432",,"Risk 1 (High)","1546 W 35TH ST ","CHICAGO","IL","60609","2010-01-13T00:00:00.000","Out of Business","Fail","41.830619099685535","-87.66498111376346"
"158262","WISHCO, INC.","WISHCO, INC.","1123556",,"Risk 3 (Low)","1546 W 35TH ST ","CHICAGO","IL","60609","2010-01-13T00:00:00.000","Out of Business","Fail","41.830619099685535","-87.66498111376346"
"164268","SUPER DOG'S SUBMARINES INC","SUPER DOG'S SUBMARINES INC","2008759","Restaurant","Risk 2 (Medium)","1442 W 103RD ST ","CHICAGO","IL","60643","2010-01-13T00:00:00.000","License Re-Inspection","Pass","41.70685163282266","-87.65894640986417"
